vg1 [V],vg2 [V],det power [dBm],amp current [A],amp power [W]
0.5,1.05,27.259959,1.73,10.38
0.5,1.025,27.2418608,1.75,10.5
0.5,1.0,27.210820599999998,1.77,10.62
0.5,0.975,27.1592938,1.81,10.86
0.5,0.95,27.1011548,1.85,11.1
0.5,0.9249999999999999,26.9491272,1.91,11.46
0.5,0.8999999999999999,26.8251838,1.98,11.88
0.5,0.875,26.6831586,2.06,12.36
0.5,0.85,26.3559642,2.16,12.96
0.5,0.825,26.1233978,2.26,13.54
0.5,0.7999999999999999,25.766951,2.38,14.26
0.5,0.7749999999999999,25.2763886,2.51,15.03
0.5,0.75,24.953748400000002,2.66,15.93
0.5,0.725,24.5194378,2.82,16.89
0.5,0.7,24.1056038,2.97,17.79
0.5,0.6749999999999999,23.8804266,3.12,18.69
0.5,0.6499999999999999,23.3478534,3.2,18.62
0.5,0.625,22.8286952,3.2,17.5
0.5,0.6,22.1430532,3.2,16.64
0.5,0.575,21.779567,3.2,15.9
0.5,0.5499999999999999,21.5525022,3.2,15.23
0.5,0.5249999999999999,21.2658986,3.2,14.53
0.5,0.5,21.2044578,3.2,13.86
